[TABLES]
## PUBLIC.USERS_BEHAVIORS_APP_FIRSTSESSION_VIEW
SESSION_ID: TEXT | NULL | eg=["UJ0vU9TJ8QO0lf", "7nvds7kQcXnugZ"]
DISPATCH_ID: TEXT | NULL | eg=["DHB5mLL5QRyMrC", "8sgRQFVtZNshpk"]
STRING_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[["LoMIHpdRnn4KtF","fyUicEL0MCl0xZ","Co6UqUqpe2Srvc","pdsFP5VR9YLXhf"], ["OzWHuW3BZfcDCb","qlZ76v0UIQ260d","8LLMMHkSPVNuJ2","vT65M6Ux7v2mdj"]]
APP_GROUP_API_ID: TEXT | NULL | eg=["q0Hl48YEFsi3w5", "pUo84Xq3EgRm2o"]
MESSAGE_VARIATION_API_ID: TEXT | NULL | eg=["sfKXcJuMqQ5SMP", "SUWleW7F0C8TgM"]
CANVAS_ID: TEXT | NULL
CANVAS_STEP_MESSAGE_VARIATION_API_ID: TEXT | NULL | eg=["PJd7XDAeZUmdOx", "VjZuNCHl2aqcjE"]
CAMPAIGN_API_ID: TEXT | NULL | eg=["1uNqPJtKshygpG6", "bpNMoECYuV2Bl8n"]
MESSAGE_VARIATION_ID: TEXT | NULL | eg=["ruNPRxrWGRYnFNn", "q6mKhGWbEBDdOZk"]
TIMEZONE: TEXT | NULL | eg=["Indian/Chagos", "America/Denver"]
NUMBER_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[1656518188.0,1656515729.0,1656515523.0,1656517370.0], [1689958694.0,1689956156.0,1689956789.0,1689955205.0]]
BOOLEAN_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[true,true,true,true]]
CANVAS_STEP_ID: TEXT | NULL
CANVAS_VARIATION_API_ID: TEXT | NULL | eg=["yJ3LY1HTVmCMs2", "THHBokFCPf3nta"]
USER_ID: TEXT | NULL | eg=["3262t9lIXdGmhWr", "0hbiOaz3cxiWNdB"]
CANVAS_API_ID: TEXT | NULL
ID: TEXT | NULL | eg=["wAV0RWxYSvv0Na", "XaIljkqj2I7HKi"]
GENDER: TEXT | NULL | eg=["M", "F"]
LANGUAGE: TEXT | NULL | eg=["en"]
SF_CREATED_AT: TIMESTAMP_LTZ | NULL | eg=["2021-12-14 11:17:12.403000-08:00", "2021-12-14 11:17:07.059000-08:00"]
CANVAS_VARIATION_ID: TEXT | NULL
FLOAT_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[1656516389.0,1656517142.0,1656516106.0,1656516100.0], [1689957042.0,1689955621.0,1689957096.0,1689955421.0]]
CANVAS_STEP_MESSAGE_VARIATION_ID: TEXT | NULL | eg=["1zFZWHAynknOpQ", "uNDTWvL06Zcppx"]
SEND_ID: TEXT | NULL | eg=["GcRxGPAR3Vy0VX", "xpEMubhtaMjhON"]
COUNTRY: TEXT | NULL | eg=["US"]
CANVAS_STEP_API_ID: TEXT | NULL
APP_GROUP_ID: TEXT | NULL | eg=["OkIYT1HbF7u", "JyWFOSKn8bq"]
CAMPAIGN_ID: TEXT | NULL | eg=["9Y1QhRiRWyHrk3z", "aFvd0kg0pYQq9uO"]
TIME_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[1656517865,1656515381,1656517608,1656516805], [1689958431,1689955369,1689957652,1689956227]]
TIME: NUMBER | NULL | eg=[1656518291, 1689957133]
EXTERNAL_USER_ID: TEXT | NULL | eg=["dkEgKVQ4NQu", "fQkoUSXCL7m"]
DEVICE_ID: TEXT | NULL | eg=["vfF9uNtSrTY2H9", "o1o8IGjGUqGPP1"]

## PUBLIC.USERS_BEHAVIORS_LOCATION_VIEW
AD_ID_TYPE: TEXT | NULL | eg=["kF5uRgnTcWSijn", "6NMpvXCrnw5Zdt"]
LL_ACCURACY: FLOAT | NULL | eg=[0.06665352732, 0.9394318461]
LONGITUDE: FLOAT | NULL | eg=[0.5637573004, 0.8334563375]
SF_CREATED_AT: TIMESTAMP_LTZ | NULL | eg=["2021-12-14 10:21:33.573000-08:00", "2021-12-14 10:21:43.304000-08:00"]
EXTERNAL_USER_ID: TEXT | NULL | eg=["iCD9Y5m2ysS", "Rul2hz69U5h"]
LATITUDE: FLOAT | NULL | eg=[0.632705152, 0.5808268189]
APP_API_ID: TEXT | NULL | eg=["Fy7lnX5IFFNJrg", "goAA86wZmywtnR"]
DEVICE_MODEL: TEXT | NULL | eg=["HUAWEI P30 PRO", "SAMSUNG GALAXY NOTE 10/10 PLUS"]
USER_ID: TEXT | NULL | eg=["23erNsqxyReEmjB", "1n6mr2YQrkq1ySs"]
APP_GROUP_API_ID: TEXT | NULL | eg=["Qou50cDE0ide3u", "WoGF01YEIRmJMj"]
APP_GROUP_ID: TEXT | NULL | eg=["JyWFOSKn8bq", "OkIYT1HbF7u"]
DEVICE_ID: TEXT | NULL | eg=["RvoR3OP7rDRqkr", "tWrgEroDHO8W0L"]
ALT_ACCURACY: FLOAT | NULL | eg=[0.02434326708, 0.633400321]
AD_TRACKING_ENABLED: BOOLEAN | NULL | eg=[true]
OS_VERSION: TEXT | NULL | eg=["9J6hpg3nvykJed", "ufrC4ucK8m0QM8"]
APP_ID: TEXT | NULL | eg=["cavgwlQbKmE", "WleeR6PnBPb"]
AD_ID: TEXT | NULL | eg=["2hXqs418tpnw6D", "lzfinqTvVcsuyB"]
ID: TEXT | NULL | eg=["0iuT0HBMRhseQo", "wlgB5Agh6F3VFf"]
TIME: NUMBER | NULL | eg=[1665244681, 1683587328]
SDK_VERSION: TEXT | NULL | eg=["k4cPeB93Kj0eLB", "6g8XxDGnaFS7C7"]
PLATFORM: TEXT | NULL | eg=["android", "ios"]
ALTITUDE: FLOAT | NULL | eg=[0.2080120891, 0.04115774855]

## PUBLIC.USERS_MESSAGES_EMAIL_UNSUBSCRIBE_VIEW
CANVAS_STEP_API_ID: TEXT | NULL
STRING_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[["lFdfFodH61Eh0M","IdyhAnnLC4nR25","aWIx6Xtt7PsxCT","xY1tYlXMWl2RkP"], ["MMTglSQat5ztz4","pU23dgrKIbpTYz","CVTPpT2RY8vC1b","LV6SXidfDbp4Si"]]
IP_POOL: TEXT | NULL | eg=["ElBVVaUz1ozwLU", "jFtPajFHiibPwZ"]
NUMBER_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[1692490215.0,1692493121.0,1692491614.0,1692492572.0], [1683728297.0,1683727245.0,1683728183.0,1683729001.0]]
EMAIL_ADDRESS: TEXT | NULL | eg=["KglcouJ5@braze-inc.com", "hpCHXOou@example.com"]
GENDER: TEXT | NULL | eg=["F", "M"]
FLOAT_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[1692491245.0,1692490970.0,1692491516.0,1692492618.0], [1683727546.0,1683729374.0,1683729491.0,1683729902.0]]
TIME_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[1692490386,1692489784,1692493040,1692492109], [1683729427,1683730515,1683730320,1683729535]]
SEND_ID: TEXT | NULL | eg=["Cv5digJXVZhLn3", "9dEPnO58D0hFG7"]
CANVAS_VARIATION_ID: TEXT | NULL
DISPATCH_ID: TEXT | NULL | eg=["1jMC5hCeguoxjg", "u2AU9yq2b7vEI8"]
CANVAS_VARIATION_API_ID: TEXT | NULL | eg=["89AeHuBCfVHSb7", "HfpxaQCVfZ52WR"]
LANGUAGE: TEXT | NULL | eg=["en"]
CAMPAIGN_ID: TEXT | NULL | eg=["Ddj21be0wjvGSiu", "LPhSOYqLsEPT4of"]
APP_GROUP_ID: TEXT | NULL | eg=["JyWFOSKn8bq", "OkIYT1HbF7u"]
COUNTRY: TEXT | NULL | eg=["US"]
DEVICE_ID: TEXT | NULL | eg=["SIjSXyiC3JTsnh", "i9ytgePAYorgnH"]
TIMEZONE: TEXT | NULL | eg=["America/Denver", "Europe/Oslo"]
EXTERNAL_USER_ID: TEXT | NULL | eg=["yd4FxuKxg2W", "KvVIGYUc4Vn"]
CANVAS_STEP_MESSAGE_VARIATION_ID: TEXT | NULL | eg=["Q8HZIC4OFGOFv4", "uBz1k4vOHWLMBi"]
CANVAS_STEP_MESSAGE_VARIATION_API_ID: TEXT | NULL | eg=["wzz3a5FLZ8jq2H", "L4597uq5SptWlt"]
SF_CREATED_AT: TIMESTAMP_LTZ | NULL | eg=["2021-12-14 11:12:58.362000-08:00", "2021-12-14 11:14:06.304000-08:00"]
MESSAGE_VARIATION_ID: TEXT | NULL | eg=["3JQl6pQHCAY8fCs", "n9GydlUhTzh1Xbz"]
USER_ID: TEXT | NULL | eg=["1vfwj68OLOgR9v5", "1w0LuKPp1OlLT9O"]
BOOLEAN_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[true,true,true,true]]
CANVAS_STEP_ID: TEXT | NULL
CAMPAIGN_API_ID: TEXT | NULL | eg=["P0thJQcCJ8ZcrCZ", "GAoxrjTvzg6ZyY1"]
APP_GROUP_API_ID: TEXT | NULL | eg=["otdaPMs9S4qdia", "B3hVDxbDfeazeN"]
CANVAS_ID: TEXT | NULL
MESSAGE_VARIATION_API_ID: TEXT | NULL | eg=["mbKcIMEzQr6XQj", "nWsf4jERn9IayR"]
TIME: NUMBER | NULL | eg=[1692506477, 1683736479]
CANVAS_API_ID: TEXT | NULL
ID: TEXT | NULL | eg=["yrFVowfR9aWNcL", "XLpvC19YeuwWGg"]

## PUBLIC.USERS_MESSAGES_PUSHNOTIFICATION_INFLUENCEDOPEN_VIEW
SDK_VERSION: TEXT | NULL | eg=["OpS5hbH", "SJLzIEK"]
OS_VERSION: TEXT | NULL | eg=["eUdMbbQ", "GU2x8TS"]
NUMBER_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[1658767063.0,1658765720.0,1658767561.0,1658766534.0], [1690723050.0,1690723417.0,1690725327.0,1690722046.0]]
MESSAGE_VARIATION_ID: TEXT | NULL | eg=["53NwKNR9MSRc5IH", "0VPF1QZtOCDJq8O"]
CAMPAIGN_ID: TEXT | NULL | eg=["58h8RRp5cjh7dZr", "NWWjVWwPX140u5s"]
SF_CREATED_AT: TIMESTAMP_LTZ | NULL | eg=["2021-12-14 11:16:07.659000-08:00", "2021-12-14 11:16:08.677000-08:00"]
CAMPAIGN_API_ID: TEXT | NULL | eg=["14X2wEeQ2arq6Tx", "m6309Cc47VLHbCj"]
APP_API_ID: TEXT | NULL | eg=["JKCnpDLhLTH757", "Q4helE6FcDyKmM"]
CANVAS_STEP_MESSAGE_VARIATION_API_ID: TEXT | NULL | eg=["qangd3BhsTBOv2", "omH6HrIv0MskqO"]
ID: TEXT | NULL | eg=["NeNJ3FOXCeOxVv", "qw9QvNObmsYl5e"]
CANVAS_API_ID: TEXT | NULL
APP_GROUP_ID: TEXT | NULL | eg=["JyWFOSKn8bq", "OkIYT1HbF7u"]
BOOLEAN_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[true,true,true,true]]
CANVAS_VARIATION_API_ID: TEXT | NULL | eg=["EkezqaD92MkkL3", "pJAFW055FBx23D"]
CANVAS_VARIATION_ID: TEXT | NULL
EXTERNAL_USER_ID: TEXT | NULL | eg=["Gdpj1fC6HC8", "Zx7oOGkV13X"]
STRING_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[["IjyKnpFtq6xajP","SADrw8CtKj7Avd","k4q2OLrtaExNiS","JxK1sSVFuFrabi"], ["Ba9CVypwIR9WLa","qJRXIuKA56G4ep","s9L86tYuVchh9B","BFGseI7uRNRcP0"]]
APP_GROUP_API_ID: TEXT | NULL | eg=["rbIoL4RjWea9OX", "dQwVMxbcjLm7CR"]
MESSAGE_VARIATION_API_ID: TEXT | NULL | eg=["LROK6TCFZ9X41W", "iQPonOwpQgpVsy"]
CARRIER: TEXT | NULL | eg=["7zANAHi", "KS9omAn"]
CANVAS_STEP_ID: TEXT | NULL
FLOAT_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[1658766430.0,1658764881.0,1658766715.0,1658765545.0], [1690722999.0,1690725391.0,1690724715.0,1690725365.0]]
SEND_ID: TEXT | NULL | eg=["7i5okKPaoF3fRC", "QlLQevXY1v44LQ"]
DISPATCH_ID: TEXT | NULL | eg=["4WY9jVer4L7xZJ", "3JlIuaxxWL3ZSN"]
TIMEZONE: TEXT | NULL | eg=["America/Denver", "America/New_York"]
CANVAS_STEP_API_ID: TEXT | NULL
BROWSER: TEXT | NULL | eg=["hRPsE6s", "rxD6wF2"]
PLATFORM: TEXT | NULL | eg=["ios", "android"]
APP_ID: TEXT | NULL | eg=["cavgwlQbKmE", "WleeR6PnBPb"]
DEVICE_ID: TEXT | NULL | eg=["YSDYiKg7Pje7Z1", "TOJQ8O7o27ghAd"]
RESOLUTION: TEXT | NULL | eg=["wnKJgcD", "CQelUKR"]
DEVICE_MODEL: TEXT | NULL | eg=["HUAWEI P30 PRO", "SAMSUNG GALAXY NOTE 10/10 PLUS"]
USER_ID: TEXT | NULL | eg=["1dRCeEIuKZ8Esep", "0tb7p0FKWQnBy1S"]
CANVAS_STEP_MESSAGE_VARIATION_ID: TEXT | NULL | eg=["pp2x0CaIfMGgbC", "aAbxSK0bduaxGo"]
LANGUAGE: TEXT | NULL | eg=["en"]
GENDER: TEXT | NULL | eg=["F", "M"]
TIME: NUMBER | NULL | eg=[1658791678, 1690742918]
COUNTRY: TEXT | NULL | eg=["US"]
TIME_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[1658765037,1658766425,1658766146,1658766708], [1690725353,1690723539,1690725257,1690723116]]
CANVAS_ID: TEXT | NULL

## PUBLIC.USERS_MESSAGES_SMS_DELIVERYFAILURE_VIEW
APP_GROUP_API_ID: TEXT | NULL | eg=["Eakd5vcHShadl3", "zfw1OkbZKHaDiM"]
SF_CREATED_AT: TIMESTAMP_LTZ | NULL | eg=["2021-12-14 11:16:33.148000-08:00", "2021-12-14 11:16:43.757000-08:00"]
FLOAT_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[1683676478.0,1683674456.0,1683674744.0,1683674924.0], [1686890053.0,1686890068.0,1686890798.0,1686888801.0]]
DEVICE_ID: TEXT | NULL | eg=["pkETikEAYE2LNY", "nBo7EuA2SOUfMa"]
CANVAS_STEP_API_ID: TEXT | NULL
EXTERNAL_USER_ID: TEXT | NULL | eg=["y3gkTkRnQod", "3AqRIxU4P8J"]
CANVAS_VARIATION_ID: TEXT | NULL
CANVAS_STEP_ID: TEXT | NULL
MESSAGE_VARIATION_ID: TEXT | NULL | eg=["kUHnX8PVDsEi0M6", "iRPj7gbA3vKUSqm"]
TIMEZONE: TEXT | NULL | eg=["Europe/Oslo", "America/Denver"]
DISPATCH_ID: TEXT | NULL | eg=["XaDLLAG4MbswIi", "EtKGbxn4TzjTsK"]
SEND_ID: TEXT | NULL | eg=["JIZGXhxfeFbYDa", "oKCM3NZlRVssDA"]
SUBSCRIPTION_GROUP_ID: TEXT | NULL | eg=["UsFQZvtNCMtPKE", "lsdq72jEnM8bEg"]
CAMPAIGN_API_ID: TEXT | NULL | eg=["JTBz0nhEFpNgUgZ", "4GMjvMWfscjnkOw"]
STRING_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[["2XraZOOM7rjvxP","Pdr5d6DpN1Yu5F","56x9wLWvRDgnud","dhLKNXHPs9egYv"], ["o3egNk0bnRuCWD","T93mocp5yn2GY7","MG8U2nVufyrQdU","ACPYn1yS2YkkIF"]]
CANVAS_STEP_MESSAGE_VARIATION_ID: TEXT | NULL | eg=["aWlOzvUE1HqFuv", "biTpF0WZnHX4Ca"]
BOOLEAN_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[true,true,true,true]]
GENDER: TEXT | NULL | eg=["M", "F"]
NUMBER_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[1683673692.0,1683675766.0,1683674116.0,1683674026.0], [1686888148.0,1686889512.0,1686888006.0,1686890942.0]]
USER_ID: TEXT | NULL | eg=["1n0CKC6eOHBuTPa", "1n0QPzYlaPxXgZH"]
LANGUAGE: TEXT | NULL | eg=["en"]
CANVAS_API_ID: TEXT | NULL
CANVAS_STEP_MESSAGE_VARIATION_API_ID: TEXT | NULL | eg=["XKGxjh7jBe8QDm", "IjZFi7rZdUtGTO"]
COUNTRY: TEXT | NULL | eg=["US"]
TO_PHONE_NUMBER: TEXT | NULL | eg=["fCdMoYSEORFbQ3", "XYd0m3yoO6gG9k"]
ID: TEXT | NULL | eg=["pFam8zon5R2JLU", "N996yaGxb4I21E"]
APP_GROUP_ID: TEXT | NULL | eg=["JyWFOSKn8bq", "OkIYT1HbF7u"]
PROVIDER_ERROR_CODE: TEXT | NULL | eg=["DHVWFOQ", "MwT1DBN"]
TIME_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[1683674023,1683675598,1683674500,1683676432], [1686890001,1686888579,1686888309,1686889081]]
SUBSCRIPTION_GROUP_API_ID: TEXT | NULL | eg=["DjBFo9sYc2Lz3q", "n1Lzvf8PAXS9Aq"]
CANVAS_ID: TEXT | NULL
TIME: NUMBER | NULL | eg=[1683674158, 1686890424]
CANVAS_VARIATION_API_ID: TEXT | NULL | eg=["ZG72GlBSPSbBKT", "qmNIwhoR5j30cq"]
MESSAGE_VARIATION_API_ID: TEXT | NULL | eg=["3OtCXr5G9rLg2A", "DDHvgdWUL9aRB1"]
ERROR: TEXT | NULL | eg=["SrO8fL9", "JtdHTWp"]
CAMPAIGN_ID: TEXT | NULL | eg=["sAJnyQMUwgQ5hhy", "zdEc4FTQdtCMWqK"]

## PUBLIC.USERS_MESSAGES_EMAIL_BOUNCE_VIEW
APP_GROUP_ID: TEXT | NULL | eg=["JyWFOSKn8bq", "OkIYT1HbF7u"]
GENDER: TEXT | NULL | eg=["M", "F"]
SF_CREATED_AT: TIMESTAMP_LTZ | NULL | eg=["2021-12-14 11:14:07.031000-08:00", "2021-12-14 11:14:07.721000-08:00"]
BOOLEAN_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[true,true,true,true]]
BOUNCE_REASON: TEXT | NULL | eg=["5myCCGg", "WCZycxB"]
CANVAS_API_ID: TEXT | NULL
ID: TEXT | NULL | eg=["faTtHD27VhggpJ", "Du1Vrg1sFsGDMj"]
DISPATCH_ID: TEXT | NULL | eg=["nMtCPaYrLnFg2O", "kcMNRv5vkhTd24"]
SEND_ID: TEXT | NULL | eg=["ikqv7Wvb3TIB9o", "1S0lDuca4LaloJ"]
SENDING_IP: TEXT | NULL | eg=["078.031.18.92", "193.484.43.55"]
COUNTRY: TEXT | NULL | eg=["US"]
TIME_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[1686966511,1686965712,1686966310,1686966082], [1682516610,1682516103,1682514656,1682514455]]
IP_POOL: TEXT | NULL | eg=["ETx3DSBqj2NVQE", "9iQNms9Wqy1LsK"]
CANVAS_STEP_ID: TEXT | NULL
CANVAS_STEP_API_ID: TEXT | NULL
CAMPAIGN_ID: TEXT | NULL | eg=["NvJyOFOoMEcgWF6", "r67yPNFZM5S0sZ0"]
USER_ID: TEXT | NULL | eg=["0YU9KA1Jl7tS3KY", "0YitULUGtCMhmX6"]
CAMPAIGN_API_ID: TEXT | NULL | eg=["uaJl6gp4x8ousCK", "HYukIjFygF6bcBr"]
CANVAS_ID: TEXT | NULL
CANVAS_VARIATION_ID: TEXT | NULL
DEVICE_ID: TEXT | NULL | eg=["FrARJBqESJ2625", "hCL80NvxhXpnq4"]
STRING_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[["OkTUOs37F5EojU","fR0z6cgVcP6lzo","VzTPwagZpbNAzP","6ebNCDmYW2mhOH"], ["TD7VCQ7He3Dvlx","RdR9dy2WTIK0V0","yPTEsJL7pGGyDo","SL7bSvxYLK4cI2"]]
MESSAGE_VARIATION_API_ID: TEXT | NULL | eg=["kMSN2FEzfIqqNa", "6IXWD813oW8hZk"]
EMAIL_ADDRESS: TEXT | NULL | eg=["NeEh52ia@braze.com", "2ivk9xFe@braze-inc.com"]
EXTERNAL_USER_ID: TEXT | NULL | eg=["q3l8JADEQ9A", "AtqVhG539Pj"]
TIMEZONE: TEXT | NULL | eg=["Europe/Oslo", "America/Denver"]
CANVAS_VARIATION_API_ID: TEXT | NULL | eg=["0ULNlQcYMBiEAP", "MUfkMiB1GT75n3"]
APP_GROUP_API_ID: TEXT | NULL | eg=["46ORLyVdCo9zsY", "IISJr0Z3aSOOqk"]
LANGUAGE: TEXT | NULL | eg=["en"]
NUMBER_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[1686966342.0,1686966698.0,1686966146.0,1686964151.0], [1682516309.0,1682514835.0,1682514912.0,1682515502.0]]
FLOAT_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[1686965021.0,1686967081.0,1686963606.0,1686965517.0], [1682516650.0,1682517389.0,1682516520.0,1682514277.0]]
CANVAS_STEP_MESSAGE_VARIATION_API_ID: TEXT | NULL | eg=["bDO2c5ABY1t2yS", "G76XnCHzk0asKv"]
MESSAGE_VARIATION_ID: TEXT | NULL | eg=["3QXXDEQVrfDTEL7", "3n6R91i3LyGwlni"]
CANVAS_STEP_MESSAGE_VARIATION_ID: TEXT | NULL | eg=["lxt1huqRHPqubT", "gRqTKbysJVj2K3"]
TIME: NUMBER | NULL | eg=[1686964670, 1682515865]

## PUBLIC.USERS_MESSAGES_SMS_INBOUNDRECEIVE_SHARED_VIEW
USER_PHONE_NUMBER: TEXT | NULL | eg=["0KVlBaP", "8ytmQIy"]
CAMPAIGN_API_ID: TEXT | NULL | eg=["VOQ1t5c8Tdly0Xi", "7svbtehLYEGakoG"]
APP_GROUP_ID: TEXT | NULL | eg=["OkIYT1HbF7u", "JyWFOSKn8bq"]
ID: TEXT | NULL | eg=["oPiWj5Cb8u23y7", "xade0YigbYlD4N"]
